...1,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus
1005,Not at all a reason,default,"Yes, a minor reason",41,Not at all a reason,1642303218.7184458,56737291,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1006,NA,default,"Yes, a minor reason",35,"Yes, a major reason",1638228586.8196056,97784298,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1007,Not at all a reason,default,Not at all a reason,31,"Yes, a major reason",1638274375.6029253,55781596,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1008,NA,default,Not at all a reason,28,"Yes, a major reason",1638243357.155238,96642686,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1009,Not at all a reason,default,Not at all a reason,26,Not at all a reason,1642317182.268047,45258564,NA,"Yes, a minor reason",Not at all a reason,NA,Male,Not at all a reason
1010,"Yes, a major reason",default,"Yes, a minor reason",0,"Yes, a major reason",1638430827.098319,62901090,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1011,NA,default,"Yes, a minor reason",23,Not at all a reason,1637854194.475459,54355146,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1012,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a minor reason",1638826806.074525,22284017,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,Not at all a reason
1013,NA,default,"Yes, a major reason",0,"Yes, a major reason",1638224347.0286808,74759191,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1014,"Yes, a minor reason",default,Not at all a reason,53,"Yes, a major reason",1642495806.9891174,2706077,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1015,Not at all a reason,default,"Yes, a minor reason",35,"Yes, a major reason",1642322673.6497943,76842068,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1016,Not at all a reason,default,"Yes, a major reason",28,"Yes, a major reason",1642289048.1591475,62993154,NA,Not at all a reason,"Yes, a major reason",NA,Male,"Yes, a major reason"
1017,Not at all a reason,default,"Yes, a major reason",28,"Yes, a major reason",1638294948.8704638,13509178,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1018,Not at all a reason,default,Not at all a reason,21,"Yes, a major reason",1640409942.783592,43954755,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1019,Not at all a reason,default,Not at all a reason,24,Not at all a reason,1642309919.7895594,23689511,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1020,NA,default,"Yes, a major reason",49,Not at all a reason,1638253082.9495716,84655179,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1021,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1642308932.3557124,33131986,NA,"Yes, a minor reason",Not at all a reason,NA,-,"Yes, a major reason"
1022,NA,default,"Yes, a major reason",40,"Yes, a major reason",1638249201.8546822,39421489,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1023,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a major reason",1638406180.5531693,35003163,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1024,Not at all a reason,default,"Yes, a minor reason",16,"Yes, a major reason",1638319861.5562823,84471340,Avoid brain deterioration,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1025,NA,default,"Yes, a major reason",33,Not at all a reason,1638238520.9214373,82175171,NA,"Yes, a minor reason","Yes, a major reason",NA,Female,"Yes, a minor reason"
1026,Not at all a reason,default,"Yes, a minor reason",23,"Yes, a minor reason",1638285272.3649836,41219613,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1027,NA,default,Not at all a reason,13,Not at all a reason,1637599606.2858958,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1028,NA,default,Not at all a reason,39,Not at all a reason,1638242316.6582346,84054392,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1029,NA,default,Not at all a reason,12,Not at all a reason,1638207417.642771,76426554,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1030,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642373932.7389965,74127913,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1031,Not at all a reason,default,"Yes, a major reason",28,"Yes, a minor reason",1638343554.215976,43718035,NA,"Yes, a minor reason","Yes, a minor reason",NA,Female,"Yes, a minor reason"
1032,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1638289191.809084,8290488,NA,"Yes, a minor reason",Not at all a reason,NA,-,"Yes, a minor reason"
1033,Not at all a reason,default,"Yes, a major reason",22,"Yes, a major reason",1638303895.1623206,23835821,NA,"Yes, a minor reason","Yes, a minor reason",adderall,Male,"Yes, a major reason"
1034,Not at all a reason,default,Not at all a reason,45,Not at all a reason,1642339589.0859418,30251636,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1035,Not at all a reason,default,Not at all a reason,42,Not at all a reason,1642356318.7602727,31321089,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1036,Not at all a reason,default,Not at all a reason,20,"Yes, a minor reason",1642376877.2016442,70497287,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1037,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638278244.4741952,37877788,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1038,"Yes, a minor reason",default,"Yes, a major reason",25,"Yes, a major reason",1638430385.718628,67055283,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1039,Not at all a reason,default,"Yes, a major reason",24,Not at all a reason,1638801123.3016088,89220540,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,Not at all a reason
1040,NA,default,Not at all a reason,28,"Yes, a major reason",1638263508.2422812,10481053,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1041,NA,default,Not at all a reason,23,"Yes, a minor reason",1637855919.1240234,4761460,NA,"Yes, a minor reason","Yes, a minor reason","sunlight, fresh air, exercise, winter swimming :) :)",Male,"Yes, a major reason"
1042,"Yes, a minor reason",default,"Yes, a minor reason",35,"Yes, a major reason",1642393969.339915,54055058,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1043,Not at all a reason,default,"Yes, a minor reason",19,"Yes, a minor reason",1638286141.7919114,79118139,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1044,NA,default,Not at all a reason,18,Not at all a reason,1638242407.69687,55259133,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1045,Not at all a reason,default,Not at all a reason,57,"Yes, a major reason",1642307713.4301517,51429534,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1046,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a major reason",1639522767.3628314,85420026,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1047,"Yes, a minor reason",default,"Yes, a minor reason",37,"Yes, a major reason",1642303499.5592167,25867148,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1048,Not at all a reason,default,Not at all a reason,25,"Yes, a major reason",1638509728.4947166,82495097,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1049,Not at all a reason,default,Not at all a reason,29,"Yes, a minor reason",1642320751.9778018,66139,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1050,Not at all a reason,default,"Yes, a major reason",22,Not at all a reason,1638561081.205921,79663015,NA,"Yes, a minor reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1051,NA,default,"Yes, a minor reason",20,"Yes, a major reason",1638246353.5657358,93851727,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1052,Not at all a reason,default,Not at all a reason,26,Not at all a reason,1642322888.5770414,43656814,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1053,Not at all a reason,default,Not at all a reason,40,Not at all a reason,1642343014.1550531,65088079,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1054,Not at all a reason,default,"Yes, a minor reason",32,"Yes, a major reason",1642316541.7834475,63420993,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1055,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1638367047.07331,93356265,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1056,Not at all a reason,default,"Yes, a minor reason",24,"Yes, a major reason",1638291696.7359943,19344240,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1057,"Yes, a minor reason",default,"Yes, a major reason",35,Not at all a reason,1642365939.9523802,5568057,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1058,Not at all a reason,default,Not at all a reason,27,Not at all a reason,1642349337.386927,66217979,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1059,Not at all a reason,default,"Yes, a major reason",32,"Yes, a minor reason",1642309542.8254378,64428981,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1060,Not at all a reason,default,Not at all a reason,26,Not at all a reason,1642298481.6164472,20676674,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1061,Not at all a reason,default,"Yes, a minor reason",33,"Yes, a major reason",1642308853.0475063,33104489,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1062,NA,default,Not at all a reason,23,"Yes, a major reason",1638254391.3504283,37574574,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1063,NA,default,"Yes, a minor reason",20,"Yes, a minor reason",1638240780.1672492,29072695,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1064,NA,default,"Yes, a major reason",20,"Yes, a major reason",1638223582.0237942,46308744,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1065,"Yes, a minor reason",default,Not at all a reason,43,"Yes, a minor reason",1642349211.2293885,36888352,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1066,NA,default,Not at all a reason,42,"Yes, a major reason",1638237566.176474,65657470,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1067,"Yes, a minor reason",default,"Yes, a minor reason",29,"Yes, a major reason",1642368282.564699,6778543,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1068,NA,default,Not at all a reason,23,Not at all a reason,1637852180.8021314,75990144,NA,Not at all a reason,Not at all a reason,NA,-,"Yes, a minor reason"
1069,"Yes, a minor reason",default,"Yes, a minor reason",40,Not at all a reason,1642299711.269281,62460505,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
1070,Not at all a reason,default,"Yes, a major reason",46,"Yes, a minor reason",1638325670.4446638,9145015,social anxiety,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1071,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642295828.4448006,96601599,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1072,Not at all a reason,default,"Yes, a major reason",31,"Yes, a major reason",1638307521.4041498,25030479,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1073,"Yes, a minor reason",default,"Yes, a major reason",38,"Yes, a major reason",1638285087.5860298,44224276,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1074,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638434458.4016876,10663758,NA,Not at all a reason,Not at all a reason,NA,-,"Yes, a major reason"
1075,Not at all a reason,default,"Yes, a minor reason",25,Not at all a reason,1642503860.844412,4194877,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1076,NA,default,"Yes, a minor reason",24,"Yes, a minor reason",1638238894.4932532,84943348,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1077,"Yes, a minor reason",default,Not at all a reason,28,"Yes, a minor reason",1642321053.224658,46547575,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1078,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1639835820.4663434,16421609,NA,Not at all a reason,Not at all a reason,leo,-,Not at all a reason
1079,Not at all a reason,default,"Yes, a minor reason",23,"Yes, a major reason",1642316856.6836889,82480668,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1080,Not at all a reason,default,Not at all a reason,24,"Yes, a major reason",1642341765.6381798,23575734,NA,"Yes, a major reason","Yes, a minor reason","Adderall, melatonin",Male,"Yes, a major reason"
1081,"Yes, a minor reason",default,"Yes, a minor reason",25,"Yes, a major reason",1638285241.7130003,99840308,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1082,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638282466.7966712,33977961,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1083,Not at all a reason,default,Not at all a reason,44,Not at all a reason,1642302627.1090386,79779313,NA,Not at all a reason,Not at all a reason,NA,Female,Not at all a reason
1084,Not at all a reason,default,"Yes, a major reason",22,Not at all a reason,1638290860.2789547,87224702,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
1085,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1642364482.2374928,39661758,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1086,Not at all a reason,default,"Yes, a major reason",40,Not at all a reason,1642430645.5843966,76186903,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1087,"Yes, a minor reason",default,"Yes, a minor reason",27,"Yes, a major reason",1642358047.4573717,62780402,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1088,Not at all a reason,default,"Yes, a minor reason",24,Not at all a reason,1642306534.6514878,95750012,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1089,Not at all a reason,default,"Yes, a major reason",0,Not at all a reason,1642407469.3523676,54119100,NA,"Yes, a minor reason","Yes, a major reason",NA,-,"Yes, a minor reason"
1090,NA,default,"Yes, a major reason",25,"Yes, a minor reason",1638251328.996075,10495598,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1091,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a major reason",1638989813.9178696,56849948,NA,"Yes, a major reason",Not at all a reason,Adderall,Male,"Yes, a major reason"
1092,"Yes, a major reason",default,"Yes, a major reason",0,"Yes, a major reason",1638801166.0151567,26882095,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1093,Not at all a reason,default,"Yes, a major reason",28,"Yes, a major reason",1642308185.7698798,39072364,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1094,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642284845.5395432,52357284,NA,Not at all a reason,"Yes, a major reason",NA,Female,"Yes, a minor reason"
1095,Not at all a reason,default,Not at all a reason,18,"Yes, a major reason",1638280906.6530104,26426467,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1096,Not at all a reason,default,Not at all a reason,32,Not at all a reason,1638282325.6877198,76769659,NA,"Yes, a minor reason",Not at all a reason,modafinil,Male,"Yes, a minor reason"
1097,Not at all a reason,default,"Yes, a minor reason",25,Not at all a reason,1642294248.3883338,41822895,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1098,Not at all a reason,default,"Yes, a major reason",27,"Yes, a major reason",1642392666.9124885,94451765,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1099,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1638690338.7468262,22020356,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1100,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642292613.6492023,32153249,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1101,"Yes, a major reason",default,"Yes, a major reason",31,"Yes, a major reason",1638887650.879604,87898075,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1102,Not at all a reason,default,"Yes, a minor reason",36,Not at all a reason,1642302175.3816695,40767408,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1103,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638833918.65186,16421609,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1104,Not at all a reason,default,"Yes, a minor reason",26,"Yes, a minor reason",1642308653.4156938,69901004,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1105,NA,default,"Yes, a minor reason",27,"Yes, a major reason",1638248313.4862278,97350342,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1106,NA,default,Not at all a reason,33,"Yes, a major reason",1638237765.0348992,88153409,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1107,Not at all a reason,default,Not at all a reason,21,"Yes, a major reason",1638275845.5804875,13016001,improve reaction time,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1108,Not at all a reason,default,"Yes, a minor reason",24,"Yes, a minor reason",1638304951.1235418,41903414,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1109,Not at all a reason,default,"Yes, a minor reason",23,Not at all a reason,1642338821.1445036,20333261,"Migraines, tiredness","Yes, a minor reason","Yes, a minor reason",Tea,Male,"Yes, a minor reason"
1110,NA,default,"Yes, a major reason",19,"Yes, a minor reason",1638263545.5819347,70848194,NA,"Yes, a major reason","Yes, a major reason",Mirtazapine,Female,"Yes, a major reason"
1111,Not at all a reason,default,"Yes, a minor reason",50,"Yes, a minor reason",1642320091.5602708,21870177,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1112,Not at all a reason,default,"Yes, a major reason",34,"Yes, a major reason",1642334558.9235215,90667043,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1113,Not at all a reason,default,"Yes, a minor reason",23,"Yes, a minor reason",1642367070.2354677,71781202,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1114,"Yes, a minor reason",default,"Yes, a major reason",35,"Yes, a minor reason",1639657357.7369714,55479888,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1115,NA,default,"Yes, a minor reason",36,"Yes, a minor reason",1638271256.2821505,3181122,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1116,NA,default,"Yes, a minor reason",28,"Yes, a major reason",1638242784.7922783,96642686,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1117,"Yes, a minor reason",default,Not at all a reason,28,"Yes, a major reason",1642294296.9685054,89348226,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1118,Not at all a reason,default,Not at all a reason,32,Not at all a reason,1642332460.4108064,76545236,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1119,NA,default,"Yes, a minor reason",31,"Yes, a major reason",1638254145.9813943,23041710,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1120,Not at all a reason,default,"Yes, a minor reason",29,"Yes, a minor reason",1638275788.1120791,19248358,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1121,NA,default,Not at all a reason,30,"Yes, a minor reason",1638239374.8905938,36904546,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1122,Not at all a reason,default,"Yes, a major reason",27,Not at all a reason,1642318581.6938388,88817853,NA,"Yes, a major reason",Not at all a reason,NA,Male,Not at all a reason
1123,Not at all a reason,default,Not at all a reason,34,"Yes, a minor reason",1642368719.9451523,80276155,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1124,"Yes, a minor reason",default,"Yes, a minor reason",33,"Yes, a minor reason",1642318977.066975,79941777,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1125,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a minor reason",1642344859.0515974,61124400,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1126,Not at all a reason,default,Not at all a reason,19,Not at all a reason,1642316380.125482,66853264,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1127,"Yes, a minor reason",default,"Yes, a major reason",25,"Yes, a minor reason",1638369977.9305146,71221485,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1128,Not at all a reason,default,Not at all a reason,33,"Yes, a minor reason",1642308947.404981,67078792,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1129,Not at all a reason,default,Not at all a reason,24,Not at all a reason,1642324384.291656,95892374,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1130,Not at all a reason,default,"Yes, a major reason",60,"Yes, a minor reason",1640088214.0339952,8859132,NA,"Yes, a major reason","Yes, a major reason","mucuna pruriens/tolerance, 4'-DMA-7'8-DHF/no sleep",Male,"Yes, a minor reason"
1131,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638329944.822753,28863446,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1132,NA,default,Not at all a reason,0,Not at all a reason,1638245288.3285952,16160405,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1133,NA,default,"Yes, a major reason",35,"Yes, a major reason",1638244037.4700458,50645021,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1134,Not at all a reason,default,Not at all a reason,31,"Yes, a major reason",1642302593.1096876,88310314,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1135,NA,default,"Yes, a minor reason",41,"Yes, a minor reason",1638256544.3377318,61396007,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1136,"Yes, a major reason",default,"Yes, a major reason",29,Not at all a reason,1638386520.1152086,73410012,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1137,Not at all a reason,default,Not at all a reason,30,"Yes, a minor reason",1642304919.7906363,73688892,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1138,"Yes, a minor reason",default,Not at all a reason,27,"Yes, a major reason",1639102773.4253042,91296063,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1139,"Yes, a minor reason",default,Not at all a reason,21,"Yes, a major reason",1642408474.1863704,86220680,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1140,NA,default,"Yes, a major reason",23,"Yes, a major reason",1638238411.9013824,26199966,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1141,Not at all a reason,default,"Yes, a minor reason",23,"Yes, a major reason",1642376298.766003,25140736,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
1142,"Yes, a major reason",default,"Yes, a minor reason",29,"Yes, a minor reason",1642299383.1809037,42594215,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1143,"Yes, a minor reason",default,"Yes, a minor reason",0,"Yes, a minor reason",1638296088.1958244,74635280,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a minor reason"
1144,Not at all a reason,default,Not at all a reason,39,"Yes, a minor reason",1642318419.543099,63331156,NA,"Yes, a major reason",Not at all a reason,NA,Male,Not at all a reason
1145,NA,default,"Yes, a major reason",29,Not at all a reason,1638264305.436059,55932541,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
1146,"Yes, a minor reason",default,"Yes, a minor reason",25,"Yes, a minor reason",1640056901.1596231,6756321,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1147,"Yes, a major reason",default,"Yes, a minor reason",25,"Yes, a major reason",1639601661.1100135,54845956,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1148,NA,default,Not at all a reason,0,"Yes, a major reason",1638262191.5392294,28634623,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1149,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638301500.6122725,23472376,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1150,Not at all a reason,default,"Yes, a minor reason",26,"Yes, a major reason",1642318734.0038216,7572124,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1151,NA,default,Not at all a reason,25,"Yes, a major reason",1638242187.9751751,74562638,NA,Not at all a reason,"Yes, a minor reason",NA,Male,Not at all a reason
1152,"Yes, a minor reason",default,"Yes, a major reason",25,"Yes, a major reason",1638529087.5008953,22837567,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1153,NA,default,Not at all a reason,0,Not at all a reason,1638223249.1322656,41367497,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1154,Not at all a reason,default,Not at all a reason,5,Not at all a reason,1642313437.1387875,82430968,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1155,Not at all a reason,default,"Yes, a minor reason",27,"Yes, a minor reason",1638310216.9239244,27750552,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1156,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1638392024.5156949,47171934,I want to help with my depression and constant pain.,"Yes, a major reason","Yes, a major reason",NA,-,Not at all a reason
1157,Not at all a reason,default,"Yes, a major reason",29,Not at all a reason,1638408255.6807346,59865508,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1158,Not at all a reason,default,Not at all a reason,22,"Yes, a major reason",1638374489.387827,24290467,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1159,NA,default,"Yes, a minor reason",28,"Yes, a major reason",1638261782.622723,49964898,NA,"Yes, a major reason","Yes, a major reason",Microdose,Male,"Yes, a minor reason"
1160,"Yes, a major reason",default,"Yes, a minor reason",53,"Yes, a minor reason",1638276799.1381743,56716098,"Excessive daytime sleepiness , depression,  low sex drive","Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1161,NA,default,Not at all a reason,0,Not at all a reason,1637577481.267602,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1162,Not at all a reason,default,Not at all a reason,38,"Yes, a major reason",1638286862.3801928,40017657,"Sleep cycle management, Sleep quality.","Yes, a minor reason",Not at all a reason,"Taurine, NSAIDs / Anti-inflammatories, Cold Showers, Vitamin D.",Male,"Yes, a major reason"
1163,Not at all a reason,default,"Yes, a minor reason",45,"Yes, a major reason",1642302804.8441536,6750046,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1164,Not at all a reason,default,Not at all a reason,18,"Yes, a major reason",1642325306.420287,8961860,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1165,Not at all a reason,default,"Yes, a minor reason",43,"Yes, a minor reason",1642318188.5487902,54970303,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1166,Not at all a reason,default,"Yes, a minor reason",34,Not at all a reason,1642343886.9791934,33605987,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
