,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus,for_anxiety,for_focus,for_mood,for_cognition,for_motivation
1108,Not at all a reason,default,"Yes, a minor reason",24.0,"Yes, a minor reason",1638304951.1235418,41903414,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1109,Not at all a reason,default,"Yes, a minor reason",23.0,Not at all a reason,1642338821.1445036,20333261,"Migraines, tiredness","Yes, a minor reason","Yes, a minor reason",Tea,Male,"Yes, a minor reason",,,,,
1110,,default,"Yes, a major reason",19.0,"Yes, a minor reason",1638263545.5819347,70848194,,"Yes, a major reason","Yes, a major reason",Mirtazapine,Female,"Yes, a major reason",,,,,
1111,Not at all a reason,default,"Yes, a minor reason",50.0,"Yes, a minor reason",1642320091.5602708,21870177,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1112,Not at all a reason,default,"Yes, a major reason",34.0,"Yes, a major reason",1642334558.9235215,90667043,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1113,Not at all a reason,default,"Yes, a minor reason",23.0,"Yes, a minor reason",1642367070.2354677,71781202,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1114,"Yes, a minor reason",default,"Yes, a major reason",35.0,"Yes, a minor reason",1639657357.7369714,55479888,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1115,,default,"Yes, a minor reason",36.0,"Yes, a minor reason",1638271256.2821505,3181122,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1116,,default,"Yes, a minor reason",28.0,"Yes, a major reason",1638242784.7922783,96642686,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1117,"Yes, a minor reason",default,Not at all a reason,28.0,"Yes, a major reason",1642294296.9685054,89348226,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1118,Not at all a reason,default,Not at all a reason,32.0,Not at all a reason,1642332460.4108064,76545236,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1119,,default,"Yes, a minor reason",31.0,"Yes, a major reason",1638254145.9813945,23041710,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1120,Not at all a reason,default,"Yes, a minor reason",29.0,"Yes, a minor reason",1638275788.1120791,19248358,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1121,,default,Not at all a reason,30.0,"Yes, a minor reason",1638239374.8905938,36904546,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1122,Not at all a reason,default,"Yes, a major reason",27.0,Not at all a reason,1642318581.6938388,88817853,,"Yes, a major reason",Not at all a reason,,Male,Not at all a reason,,,,,
1123,Not at all a reason,default,Not at all a reason,34.0,"Yes, a minor reason",1642368719.9451523,80276155,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1124,"Yes, a minor reason",default,"Yes, a minor reason",33.0,"Yes, a minor reason",1642318977.066975,79941777,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1125,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a minor reason",1642344859.0515974,61124400,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1126,Not at all a reason,default,Not at all a reason,19.0,Not at all a reason,1642316380.125482,66853264,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1127,"Yes, a minor reason",default,"Yes, a major reason",25.0,"Yes, a minor reason",1638369977.9305146,71221485,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1128,Not at all a reason,default,Not at all a reason,33.0,"Yes, a minor reason",1642308947.4049807,67078792,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1129,Not at all a reason,default,Not at all a reason,24.0,Not at all a reason,1642324384.291656,95892374,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1130,Not at all a reason,default,"Yes, a major reason",60.0,"Yes, a minor reason",1640088214.0339952,8859132,,"Yes, a major reason","Yes, a major reason","mucuna pruriens/tolerance, 4'-DMA-7'8-DHF/no sleep",Male,"Yes, a minor reason",,,,,
1131,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a major reason",1638329944.822753,28863446,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1132,,default,Not at all a reason,0.0,Not at all a reason,1638245288.3285952,16160405,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1133,,default,"Yes, a major reason",35.0,"Yes, a major reason",1638244037.4700458,50645021,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1134,Not at all a reason,default,Not at all a reason,31.0,"Yes, a major reason",1642302593.1096876,88310314,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1135,,default,"Yes, a minor reason",41.0,"Yes, a minor reason",1638256544.3377318,61396007,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1136,"Yes, a major reason",default,"Yes, a major reason",29.0,Not at all a reason,1638386520.1152086,73410012,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1137,Not at all a reason,default,Not at all a reason,30.0,"Yes, a minor reason",1642304919.7906365,73688892,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1138,"Yes, a minor reason",default,Not at all a reason,27.0,"Yes, a major reason",1639102773.4253042,91296063,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1139,"Yes, a minor reason",default,Not at all a reason,21.0,"Yes, a major reason",1642408474.1863704,86220680,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1140,,default,"Yes, a major reason",23.0,"Yes, a major reason",1638238411.9013824,26199966,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1141,Not at all a reason,default,"Yes, a minor reason",23.0,"Yes, a major reason",1642376298.7660027,25140736,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
1142,"Yes, a major reason",default,"Yes, a minor reason",29.0,"Yes, a minor reason",1642299383.1809037,42594215,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1143,"Yes, a minor reason",default,"Yes, a minor reason",0.0,"Yes, a minor reason",1638296088.1958244,74635280,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a minor reason",,,,,
1144,Not at all a reason,default,Not at all a reason,39.0,"Yes, a minor reason",1642318419.543099,63331156,,"Yes, a major reason",Not at all a reason,,Male,Not at all a reason,,,,,
1145,,default,"Yes, a major reason",29.0,Not at all a reason,1638264305.436059,55932541,,Not at all a reason,Not at all a reason,,Male,"Yes, a major reason",,,,,
1146,"Yes, a minor reason",default,"Yes, a minor reason",25.0,"Yes, a minor reason",1640056901.1596231,6756321,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1147,"Yes, a major reason",default,"Yes, a minor reason",25.0,"Yes, a major reason",1639601661.1100135,54845956,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1148,,default,Not at all a reason,0.0,"Yes, a major reason",1638262191.5392294,28634623,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1149,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638301500.6122725,23472376,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1150,Not at all a reason,default,"Yes, a minor reason",26.0,"Yes, a major reason",1642318734.0038216,7572124,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1151,,default,Not at all a reason,25.0,"Yes, a major reason",1638242187.9751751,74562638,,Not at all a reason,"Yes, a minor reason",,Male,Not at all a reason,,,,,
1152,"Yes, a minor reason",default,"Yes, a major reason",25.0,"Yes, a major reason",1638529087.5008953,22837567,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1153,,default,Not at all a reason,0.0,Not at all a reason,1638223249.1322656,41367497,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1154,Not at all a reason,default,Not at all a reason,5.0,Not at all a reason,1642313437.1387877,82430968,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1155,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a minor reason",1638310216.9239244,27750552,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1156,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1638392024.5156949,47171934,I want to help with my depression and constant pain. ,"Yes, a major reason","Yes, a major reason",,-,Not at all a reason,,,,,
1157,Not at all a reason,default,"Yes, a major reason",29.0,Not at all a reason,1638408255.6807346,59865508,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1158,Not at all a reason,default,Not at all a reason,22.0,"Yes, a major reason",1638374489.387827,24290467,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1159,,default,"Yes, a minor reason",28.0,"Yes, a major reason",1638261782.6227233,49964898,,"Yes, a major reason","Yes, a major reason",Microdose ,Male,"Yes, a minor reason",,,,,
1160,"Yes, a major reason",default,"Yes, a minor reason",53.0,"Yes, a minor reason",1638276799.1381743,56716098,"Excessive daytime sleepiness , depression,  low sex drive","Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1161,,default,,0.0,,1637577481.267602,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1162,Not at all a reason,default,Not at all a reason,38.0,"Yes, a major reason",1638286862.3801928,40017657,"Sleep cycle management, Sleep quality.","Yes, a minor reason",Not at all a reason,"Taurine, NSAIDs / Anti-inflammatories, Cold Showers, Vitamin D.",Male,"Yes, a major reason",,,,,
1163,Not at all a reason,default,"Yes, a minor reason",45.0,"Yes, a major reason",1642302804.8441536,6750046,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1164,Not at all a reason,default,Not at all a reason,18.0,"Yes, a major reason",1642325306.420287,8961860,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1165,Not at all a reason,default,"Yes, a minor reason",43.0,"Yes, a minor reason",1642318188.5487902,54970303,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1166,Not at all a reason,default,"Yes, a minor reason",34.0,Not at all a reason,1642343886.9791934,33605987,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1167,Not at all a reason,default,"Yes, a minor reason",21.0,"Yes, a major reason",1638301373.5831668,55891224,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1168,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1642298628.288694,45916508,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1169,Not at all a reason,default,"Yes, a major reason",26.0,"Yes, a major reason",1638632956.6211927,59804204,,"Yes, a minor reason","Yes, a major reason",Holy basil and curcurmin longvidia,Male,"Yes, a minor reason",,,,,
1170,,default,"Yes, a major reason",23.0,"Yes, a minor reason",1637847931.455359,29470037,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1171,,default,,13.0,,1637599606.2858958,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1172,Not at all a reason,default,"Yes, a major reason",29.0,"Yes, a minor reason",1642314071.2760558,24509272,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1173,Not at all a reason,default,"Yes, a minor reason",33.0,"Yes, a major reason",1642345254.772587,22107037,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1174,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a major reason",1638282577.653431,1968221,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1175,"Yes, a minor reason",default,"Yes, a major reason",35.0,Not at all a reason,1642457488.1040087,39464239,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1176,"Yes, a major reason",default,"Yes, a minor reason",30.0,Not at all a reason,1638372525.9657242,19785415,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1177,,default,"Yes, a minor reason",21.0,Not at all a reason,1638248491.944563,89772483,,"Yes, a minor reason","Yes, a minor reason",,Male,Not at all a reason,,,,,
1178,"Yes, a major reason",default,"Yes, a minor reason",26.0,"Yes, a minor reason",1642310678.40372,24717772,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1179,Not at all a reason,default,Not at all a reason,21.0,"Yes, a minor reason",1642303302.507146,88765197,Guanfacine prescribed for tourettes syndrome,"Yes, a major reason","Yes, a major reason",,Other,Not at all a reason,,,,,
1180,"Yes, a minor reason",default,"Yes, a major reason",28.0,Not at all a reason,1638303737.5133102,18988744,,Not at all a reason,"Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1181,Not at all a reason,default,Not at all a reason,31.0,"Yes, a minor reason",1642410742.5697675,68309222,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1182,Not at all a reason,default,Not at all a reason,32.0,"Yes, a minor reason",1642344918.8347588,56847936,Curiosity,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1183,Not at all a reason,default,Not at all a reason,32.0,"Yes, a major reason",1642303748.9655962,41308553,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1184,Not at all a reason,default,Not at all a reason,0.0,"Yes, a minor reason",1642314733.589009,55202149,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
1185,Not at all a reason,default,Not at all a reason,22.0,"Yes, a minor reason",1638287030.5416331,8984005,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1186,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642503108.6875143,16421609,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1187,,default,"Yes, a major reason",25.0,"Yes, a major reason",1638261900.3934586,3779774,,"Yes, a major reason","Yes, a major reason",Amisulpride,Male,"Yes, a major reason",,,,,
1188,,default,"Yes, a minor reason",26.0,"Yes, a major reason",1638250603.045136,387574,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1189,Not at all a reason,default,"Yes, a minor reason",16.0,"Yes, a major reason",1638320236.4574304,84471340,Avoid brain deterioration,"Yes, a minor reason","Yes, a minor reason",Having a routine,Male,"Yes, a major reason",,,,,
1190,Not at all a reason,default,"Yes, a minor reason",23.0,"Yes, a minor reason",1642387039.3887708,21929645,,"Yes, a major reason","Yes, a minor reason",Sauna,Male,"Yes, a major reason",,,,,
1191,,default,Not at all a reason,0.0,Not at all a reason,1638236289.2884896,30582445,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1192,Not at all a reason,default,Not at all a reason,35.0,"Yes, a major reason",1642309272.8543766,52806272,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1193,Not at all a reason,default,"Yes, a major reason",24.0,Not at all a reason,1642304037.864566,94329562,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1194,"Yes, a minor reason",default,"Yes, a major reason",36.0,"Yes, a major reason",1638647489.9713306,75255715,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1195,Not at all a reason,default,Not at all a reason,23.0,Not at all a reason,1642301837.3143802,31201051,,"Yes, a minor reason","Yes, a minor reason",,Male,Not at all a reason,,,,,
1196,,default,"Yes, a major reason",32.0,"Yes, a major reason",1638252300.495595,85912373,,Not at all a reason,Not at all a reason,,Male,"Yes, a major reason",,,,,
1197,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a minor reason",1642290735.2148867,71192750,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1198,Not at all a reason,default,"Yes, a major reason",21.0,"Yes, a major reason",1638275550.8360581,19771473,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1199,Not at all a reason,default,Not at all a reason,38.0,Not at all a reason,1642291766.8019814,90091210,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1200,,default,"Yes, a major reason",24.0,"Yes, a major reason",1638251092.466885,89156123,,"Yes, a major reason","Yes, a major reason",DLPA,Female,"Yes, a major reason",,,,,
1201,Not at all a reason,default,"Yes, a major reason",34.0,"Yes, a major reason",1642291008.4724023,23934619,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1202,Not at all a reason,default,Not at all a reason,29.0,"Yes, a major reason",1642303667.8476505,2115489,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1203,Not at all a reason,default,"Yes, a minor reason",21.0,"Yes, a minor reason",1642379103.167772,7644423,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1204,"Yes, a minor reason",default,Not at all a reason,25.0,"Yes, a major reason",1638280352.7392204,69455736,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1205,Not at all a reason,default,Not at all a reason,23.0,"Yes, a major reason",1642303837.5855172,69164951,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1206,"Yes, a major reason",default,"Yes, a minor reason",61.0,"Yes, a minor reason",1638284640.4545562,95261602,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1207,,default,"Yes, a minor reason",30.0,"Yes, a major reason",1638236065.7892728,57671295,,"Yes, a major reason","Yes, a major reason",Armodafinil,Male,"Yes, a major reason",,,,,
1208,,default,Not at all a reason,22.0,"Yes, a major reason",1638263643.1470077,98785997,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1209,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1639005069.879751,91376773,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
1210,Not at all a reason,default,Not at all a reason,39.0,"Yes, a minor reason",1638590128.098451,71786352,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1211,Not at all a reason,default,Not at all a reason,32.0,Not at all a reason,1642343679.1304924,58095062,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1212,,default,"Yes, a major reason",22.0,"Yes, a minor reason",1638228417.6988666,33198726,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1213,,default,Not at all a reason,21.0,"Yes, a major reason",1638228668.473352,91881401,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1214,,default,"Yes, a major reason",0.0,"Yes, a minor reason",1638252174.2419093,52415663,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a minor reason",,,,,
1215,Not at all a reason,default,"Yes, a minor reason",30.0,Not at all a reason,1642332731.9433546,60167511,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1216,Not at all a reason,default,Not at all a reason,25.0,"Yes, a minor reason",1642298980.7247093,77287425,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1217,Not at all a reason,default,Not at all a reason,30.0,"Yes, a minor reason",1642302252.5181413,13398375,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1218,Not at all a reason,default,Not at all a reason,23.0,"Yes, a major reason",1642360100.489483,19046316,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1219,Not at all a reason,default,"Yes, a minor reason",40.0,"Yes, a major reason",1642308974.543732,22579514,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1220,Not at all a reason,default,Not at all a reason,34.0,"Yes, a major reason",1642382542.8193722,42310627,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1221,,default,"Yes, a minor reason",30.0,"Yes, a major reason",1638228044.5466852,33212958,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1222,,default,"Yes, a minor reason",32.0,"Yes, a major reason",1638261900.3924823,47535441,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1223,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642350643.7493286,71725872,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1224,,default,"Yes, a major reason",41.0,"Yes, a major reason",1638258428.4152012,35473179,,"Yes, a major reason","Yes, a major reason",Chamomile tea,Male,"Yes, a minor reason",,,,,
1225,,default,"Yes, a major reason",28.0,"Yes, a minor reason",1638246014.3418949,32733745,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1226,,default,Not at all a reason,58.0,"Yes, a major reason",1638239125.305039,76708859,,"Yes, a major reason","Yes, a major reason",Qualia,Female,"Yes, a major reason",,,,,
1227,Not at all a reason,default,"Yes, a minor reason",21.0,Not at all a reason,1638426118.8578951,14246747,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1228,,default,Not at all a reason,16.0,"Yes, a major reason",1638223587.6952527,31246392,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1229,,default,,0.0,,1637599966.3651826,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1230,Not at all a reason,default,"Yes, a minor reason",34.0,"Yes, a major reason",1642342050.8063335,23140354,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1231,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638392191.9701095,24313466,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1232,Not at all a reason,default,Not at all a reason,26.0,Not at all a reason,1642326116.9879498,32356047,,"Yes, a minor reason",Not at all a reason,,Male,Not at all a reason,,,,,
1233,Not at all a reason,default,"Yes, a major reason",28.0,Not at all a reason,1642303114.5144086,46000442,,Not at all a reason,Not at all a reason,,Female,Not at all a reason,,,,,
1234,,default,"Yes, a major reason",27.0,"Yes, a minor reason",1638262304.4088032,63909883,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1235,Not at all a reason,default,"Yes, a major reason",19.0,"Yes, a major reason",1638659158.074039,42855000,,"Yes, a minor reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
1236,Not at all a reason,default,"Yes, a major reason",25.0,Not at all a reason,1642303162.0644124,52040808,,"Yes, a minor reason",Not at all a reason,,Male,Not at all a reason,,,,,
1237,Not at all a reason,default,"Yes, a major reason",27.0,"Yes, a major reason",1642306619.0778213,12795798,,"Yes, a minor reason","Yes, a minor reason",Time in nature!,Male,"Yes, a minor reason",,,,,
1238,"Yes, a minor reason",default,"Yes, a major reason",28.0,"Yes, a minor reason",1642311058.0347786,42485022,,"Yes, a major reason","Yes, a major reason",,Other,"Yes, a major reason",,,,,
1239,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a minor reason",1638286284.505034,42172131,,"Yes, a minor reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1240,Not at all a reason,default,Not at all a reason,25.0,"Yes, a minor reason",1642310963.4845152,94917049,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1241,"Yes, a major reason",default,"Yes, a major reason",46.0,"Yes, a major reason",1638306358.9677894,66401271,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1242,,default,"Yes, a minor reason",23.0,"Yes, a minor reason",1637850366.8393476,29470037,,"Yes, a minor reason","Yes, a minor reason",Test,Male,"Yes, a minor reason",,,,,
1243,Not at all a reason,default,"Yes, a major reason",31.0,Not at all a reason,1638735875.5418646,71154481,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1244,Not at all a reason,default,"Yes, a major reason",42.0,Not at all a reason,1642321534.1835637,71864733,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1245,Not at all a reason,default,"Yes, a minor reason",18.0,"Yes, a major reason",1638897114.953692,44923015,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1246,Not at all a reason,default,Not at all a reason,35.0,Not at all a reason,1642310247.5942402,361466,,"Yes, a major reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1247,,default,"Yes, a minor reason",35.0,Not at all a reason,1638240696.5109992,42960590,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1248,,default,Not at all a reason,33.0,"Yes, a major reason",1638261558.3960602,83390200,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1249,,default,"Yes, a minor reason",24.0,"Yes, a major reason",1638255201.0966198,91820365,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1250,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a major reason",1639504123.8521893,5703605,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1251,,default,"Yes, a major reason",24.0,"Yes, a major reason",1638269034.24434,40879001,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1252,,default,Not at all a reason,24.0,"Yes, a minor reason",1638246142.8919327,18991237,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1253,Not at all a reason,default,Not at all a reason,44.0,"Yes, a minor reason",1642332373.3488917,97540491,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1254,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a major reason",1642290284.825009,37902973,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1255,Not at all a reason,default,"Yes, a major reason",30.0,Not at all a reason,1639039285.278795,62953832,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1256,,default,Not at all a reason,0.0,Not at all a reason,1638222107.5247815,16421609,,Not at all a reason,"Yes, a major reason",Tryuer,Male,Not at all a reason,,,,,
1257,,default,"Yes, a major reason",39.0,"Yes, a major reason",1638226712.9248772,49083424,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1258,Not at all a reason,default,"Yes, a minor reason",14.0,"Yes, a major reason",1638287737.6893458,42237542,Sports performance,"Yes, a minor reason","Yes, a major reason",Cold showers,Male,"Yes, a major reason",,,,,
1259,"Yes, a major reason",default,Not at all a reason,33.0,"Yes, a minor reason",1642311040.0387805,75550418,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1260,Not at all a reason,default,"Yes, a major reason",32.0,Not at all a reason,1642309009.7311428,57545021,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1261,Not at all a reason,default,"Yes, a minor reason",34.0,"Yes, a minor reason",1642356303.566967,17384810,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1262,Not at all a reason,default,"Yes, a minor reason",27.0,Not at all a reason,1642287273.6135204,22197851,,"Yes, a minor reason","Yes, a major reason",,Female,"Yes, a minor reason",,,,,
1263,Not at all a reason,default,"Yes, a major reason",35.0,Not at all a reason,1638321141.987565,19169749,,"Yes, a minor reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1264,Not at all a reason,default,Not at all a reason,26.0,Not at all a reason,1642329185.5085514,5048262,,Not at all a reason,"Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1265,Not at all a reason,default,Not at all a reason,22.0,"Yes, a minor reason",1638278252.2158582,81269968,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
